Month,Total Profit (cents),Charging Revenue (cents),TOU Cost (cents),Demand Charge (cents),Peak Power (kW),Energy Delivered (kWh),Aggregate Power Profile (kW)
1,148620.12,580938.28,406983.15,25335.0,50.67,4918.9,[0. 0. 0. ... 0. 0. 0.]
