Month,Total Profit (cents),Charging Revenue (cents),TOU Cost (cents),Demand Charge (cents),Peak Power (kWh),Energy Delivered (kW),Aggregate Power Profile (kW)
1,86619.65,350871.15,245951.49,18300.0,36.6,3189.2,[0. 0. 0. ... 0. 0. 0.]
