Month,Total Profit (cents),Charging Revenue (cents),TOU Cost (cents),Demand Charge (cents),Peak Power (kWh),Energy Delivered (kW),Aggregate Power Profile (kW)
1,68188.16,337403.71,253575.55,15640.0,31.28,3192.2,[0. 0. 0. ... 0. 0. 0.]
