Month,Total Profit (cents),Charging Revenue (cents),TOU Cost (cents),Demand Charge (cents),Peak Power (kWh),Energy Delivered (kW),Aggregate Power Profile (kW)
1,64869.33,337813.24,258068.91,14875.0,29.75,3184.7,[0. 0. 0. ... 0. 0. 0.]
