Month,Total Profit (cents),Charging Revenue (cents),TOU Cost (cents),Demand Charge (cents),Peak Power (kWh),Energy Delivered (kW),Aggregate Power Profile (kW)
1,148633.17,580956.14,406987.97,25335.0,50.67,4919.5,[0. 0. 0. ... 0. 0. 0.]
