Month,Total Profit (cents),Charging Revenue (cents),TOU Cost (cents),Demand Charge (cents),Peak Power (kWh),Energy Delivered (kW),Aggregate Power Profile (kW)
1,68450.34,339917.55,254787.21,16680.0,33.36,3193.1,[0. 0. 0. ... 0. 0. 0.]
