Month,Total Profit (cents),Charging Revenue (cents),TOU Cost (cents),Demand Charge (cents),Peak Power (kWh),Energy Delivered (kW),Aggregate Power Profile (kW)
1,148620.98,580938.76,406982.77,25335.0,50.67,4919.0,[0. 0. 0. ... 0. 0. 0.]
