Month,Total Profit (cents),Charging Revenue (cents),TOU Cost (cents),Demand Charge (cents),Peak Power (kW),Energy Delivered (kWh),Aggregate Power Profile (kW)
1,68482.27,339823.76,254686.49,16655.0,33.31,3191.7,[0. 0. 0. ... 0. 0. 0.]
