Month,Total Profit (cents),Charging Revenue (cents),TOU Cost (cents),Demand Charge (cents),Peak Power (kWh),Energy Delivered (kW),Aggregate Power Profile (kW)
1,68259.68,337423.31,253553.63,15610.0,31.22,3192.2,[0. 0. 0. ... 0. 0. 0.]
