Month,Total Profit (cents),Charging Revenue (cents),TOU Cost (cents),Demand Charge (cents),Peak Power (kW),Energy Delivered (kWh),Aggregate Power Profile (kW)
1,186285.22,504778.51,243253.29,75240.0,37.62,3201.4,[0. 0. 0. ... 0. 0. 0.]
