,Month,Total Profit,Charging Revenue,TOU Cost,Demand Charge (cents),Peak Power,Energy Delivered,Aggregate Power Profile
0,1,68259.68,337423.31,253553.63,15610.0,31.22,3192.2,[0. 0. 0. ... 0. 0. 0.]
