dcosId,userId,vehicle_model,vehicle_maxChgRate_W,siteId,stationId,connectTime,startChargeTime,Deadline,energyReq_Wh,estCost,reg_centsPerHr,sch_centsPerHr,sch_centsPerKwh,sch_centsPerOverstayHr,Duration,DurationHrs,choice,regular,scheduled,cumEnergy_Wh,peakPower_W,power,lastUpdate
24,605,500e,6600,23,7,2020-11-05T10:30:16,2020-11-05T10:31:09,,,5.35224,130,9,15,200,0 days 03:43:57,3.73249,REGULAR,1,0,3281.0,6335,"[{'power_W': Decimal('6259'), 'timestamp': Decimal('1604601308')}, {'power_W': Decimal('6269'), 'timestamp': Decimal('1604601606')}, {'power_W': Decimal('6298'), 'timestamp': Decimal('1604601906')}, {'power_W': Decimal('6318'), 'timestamp': Decimal('1604602206')}, {'power_W': Decimal('6335'), 'timestamp': Decimal('1604602506')}, {'power_W': Decimal('5809'), 'timestamp': Decimal('1604602806')}, {'power_W': Decimal('3589'), 'timestamp': Decimal('1604603106')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1604603406')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1604603706')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1604604011')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1604604306')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1604604606')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1604604906')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1604605206')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1604605506')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1604605806')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1604606107')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1604606407')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1604606706')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1604607006')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1604607306')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1604607611')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1604607906')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1604608206')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1604608506')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1604608806')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1604609106')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1604609406')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1604609706')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1604610007')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1604610306')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1604610606')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1604610906')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1604611210')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1604611506')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1604611806')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1604612106')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1604612406')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1604612706')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1604613006')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1604613306')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1604613606')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1604613906')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1604614206')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1604614506')}]",2020-11-05T14:15:06
26,486,Model 3,24000,23,3,2020-11-11T07:39:55,2020-11-11T07:39:59,,,10.75291,150,3,15,200,0 days 06:50:07,6.83527,REGULAR,1,0,33458.0,7005,"[{'power_W': Decimal('0'), 'timestamp': Decimal('1605109206')}, {'power_W': Decimal('6978'), 'timestamp': Decimal('1605109506')}, {'power_W': Decimal('6987'), 'timestamp': Decimal('1605109806')}, {'power_W': Decimal('6988'), 'timestamp': Decimal('1605110106')}, {'power_W': Decimal('6984'), 'timestamp': Decimal('1605110406')}, {'power_W': Decimal('6988'), 'timestamp': Decimal('1605110706')}, {'power_W': Decimal('6987'), 'timestamp': Decimal('1605111006')}, {'power_W': Decimal('6997'), 'timestamp': Decimal('1605111306')}, {'power_W': Decimal('6989'), 'timestamp': Decimal('1605111610')}, {'power_W': Decimal('6989'), 'timestamp': Decimal('1605111906')}, {'power_W': Decimal('6965'), 'timestamp': Decimal('1605112207')}, {'power_W': Decimal('6967'), 'timestamp': Decimal('1605112506')}, {'power_W': Decimal('6979'), 'timestamp': Decimal('1605112806')}, {'power_W': Decimal('6979'), 'timestamp': Decimal('1605113106')}, {'power_W': Decimal('6983'), 'timestamp': Decimal('1605113406')}, {'power_W': Decimal('6978'), 'timestamp': Decimal('1605113706')}, {'power_W': Decimal('6988'), 'timestamp': Decimal('1605114006')}, {'power_W': Decimal('6995'), 'timestamp': Decimal('1605114306')}, {'power_W': Decimal('6983'), 'timestamp': Decimal('1605114606')}, {'power_W': Decimal('6989'), 'timestamp': Decimal('1605114906')}, {'power_W': Decimal('6986'), 'timestamp': Decimal('1605115211')}, {'power_W': Decimal('6986'), 'timestamp': Decimal('1605115506')}, {'power_W': Decimal('6976'), 'timestamp': Decimal('1605115806')}, {'power_W': Decimal('6982'), 'timestamp': Decimal('1605116107')}, {'power_W': Decimal('6983'), 'timestamp': Decimal('1605116406')}, {'power_W': Decimal('6974'), 'timestamp': Decimal('1605116706')}, {'power_W': Decimal('6978'), 'timestamp': Decimal('1605117006')}, {'power_W': Decimal('6978'), 'timestamp': Decimal('1605117306')}, {'power_W': Decimal('6979'), 'timestamp': Decimal('1605117606')}, {'power_W': Decimal('6996'), 'timestamp': Decimal('1605117906')}, {'power_W': Decimal('6982'), 'timestamp': Decimal('1605118206')}, {'power_W': Decimal('6985'), 'timestamp': Decimal('1605118506')}, {'power_W': Decimal('6986'), 'timestamp': Decimal('1605118811')}, {'power_W': Decimal('6987'), 'timestamp': Decimal('1605119106')}, {'power_W': Decimal('6994'), 'timestamp': Decimal('1605119406')}, {'power_W': Decimal('6984'), 'timestamp': Decimal('1605119706')}, {'power_W': Decimal('6990'), 'timestamp': Decimal('1605120006')}, {'power_W': Decimal('6996'), 'timestamp': Decimal('1605120306')}, {'power_W': Decimal('6985'), 'timestamp': Decimal('1605120606')}, {'power_W': Decimal('7005'), 'timestamp': Decimal('1605120906')}, {'power_W': Decimal('6982'), 'timestamp': Decimal('1605121206')}, {'power_W': Decimal('6987'), 'timestamp': Decimal('1605121506')}, {'power_W': Decimal('6994'), 'timestamp': Decimal('1605121806')}, {'power_W': Decimal('6989'), 'timestamp': Decimal('1605122106')}, {'power_W': Decimal('6989'), 'timestamp': Decimal('1605122411')}, {'power_W': Decimal('6983'), 'timestamp': Decimal('1605122706')}, {'power_W': Decimal('6991'), 'timestamp': Decimal('1605123006')}, {'power_W': Decimal('6979'), 'timestamp': Decimal('1605123306')}, {'power_W': Decimal('6988'), 'timestamp': Decimal('1605123606')}, {'power_W': Decimal('6986'), 'timestamp': Decimal('1605123906')}, {'power_W': Decimal('6991'), 'timestamp': Decimal('1605124206')}, {'power_W': Decimal('6985'), 'timestamp': Decimal('1605124507')}, {'power_W': Decimal('6981'), 'timestamp': Decimal('1605124808')}, {'power_W': Decimal('6983'), 'timestamp': Decimal('1605125106')}, {'power_W': Decimal('6982'), 'timestamp': Decimal('1605125407')}, {'power_W': Decimal('6987'), 'timestamp': Decimal('1605125707')}, {'power_W': Decimal('6978'), 'timestamp': Decimal('1605126011')}, {'power_W': Decimal('6977'), 'timestamp': Decimal('1605126306')}, {'power_W': Decimal('6983'), 'timestamp': Decimal('1605126606')}, {'power_W': Decimal('6988'), 'timestamp': Decimal('1605126906')}, {'power_W': Decimal('6981'), 'timestamp': Decimal('1605127206')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605127506')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605127806')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605128106')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605128411')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605128706')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605129006')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605129306')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605129611')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605129906')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605130206')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605130507')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605130806')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605131107')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605131407')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605131707')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605132007')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605132306')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605132606')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605132906')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605133212')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605133507')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605133806')}]",2020-11-11T14:30:06
30,620,Volt,3600,25,12,2020-11-13T16:19:55,2020-11-13T16:20:06,2020-11-14T04:15:00,18400.0,29.32211,180,3,12,300,0 days 20:40:02,20.66722,SCHEDULED,0,1,15216.0,3450,"[{'power_W': Decimal('0'), 'timestamp': Decimal('1605313212')}, {'power_W': Decimal('3425'), 'timestamp': Decimal('1605313507')}, {'power_W': Decimal('3426'), 'timestamp': Decimal('1605313808')}, {'power_W': Decimal('3423'), 'timestamp': Decimal('1605314108')}, {'power_W': Decimal('3421'), 'timestamp': Decimal('1605314408')}, {'power_W': Decimal('3419'), 'timestamp': Decimal('1605314708')}, {'power_W': Decimal('3417'), 'timestamp': Decimal('1605315008')}, {'power_W': Decimal('3422'), 'timestamp': Decimal('1605315308')}, {'power_W': Decimal('3420'), 'timestamp': Decimal('1605315608')}, {'power_W': Decimal('3428'), 'timestamp': Decimal('1605315908')}, {'power_W': Decimal('3433'), 'timestamp': Decimal('1605316209')}, {'power_W': Decimal('3428'), 'timestamp': Decimal('1605316508')}, {'power_W': Decimal('3432'), 'timestamp': Decimal('1605316813')}, {'power_W': Decimal('3433'), 'timestamp': Decimal('1605317107')}, {'power_W': Decimal('3432'), 'timestamp': Decimal('1605317408')}, {'power_W': Decimal('3439'), 'timestamp': Decimal('1605317708')}, {'power_W': Decimal('3437'), 'timestamp': Decimal('1605318008')}, {'power_W': Decimal('3436'), 'timestamp': Decimal('1605318308')}, {'power_W': Decimal('3438'), 'timestamp': Decimal('1605318608')}, {'power_W': Decimal('3440'), 'timestamp': Decimal('1605318908')}, {'power_W': Decimal('3447'), 'timestamp': Decimal('1605319208')}, {'power_W': Decimal('3446'), 'timestamp': Decimal('1605319508')}, {'power_W': Decimal('3446'), 'timestamp': Decimal('1605319808')}, {'power_W': Decimal('3442'), 'timestamp': Decimal('1605320108')}, {'power_W': Decimal('3446'), 'timestamp': Decimal('1605320411')}, {'power_W': Decimal('3448'), 'timestamp': Decimal('1605320707')}, {'power_W': Decimal('3445'), 'timestamp': Decimal('1605321008')}, {'power_W': Decimal('3445'), 'timestamp': Decimal('1605321308')}, {'power_W': Decimal('3446'), 'timestamp': Decimal('1605321613')}, {'power_W': Decimal('3444'), 'timestamp': Decimal('1605321908')}, {'power_W': Decimal('3444'), 'timestamp': Decimal('1605322208')}, {'power_W': Decimal('3449'), 'timestamp': Decimal('1605322508')}, {'power_W': Decimal('3446'), 'timestamp': Decimal('1605322808')}, {'power_W': Decimal('3449'), 'timestamp': Decimal('1605323108')}, {'power_W': Decimal('3449'), 'timestamp': Decimal('1605323408')}, {'power_W': Decimal('3450'), 'timestamp': Decimal('1605323708')}, {'power_W': Decimal('3445'), 'timestamp': Decimal('1605324008')}, {'power_W': Decimal('3448'), 'timestamp': Decimal('1605324313')}, {'power_W': Decimal('3437'), 'timestamp': Decimal('1605324608')}, {'power_W': Decimal('3447'), 'timestamp': Decimal('1605324908')}, {'power_W': Decimal('3447'), 'timestamp': Decimal('1605325208')}, {'power_W': Decimal('3446'), 'timestamp': Decimal('1605325508')}, {'power_W': Decimal('3447'), 'timestamp': Decimal('1605325808')}, {'power_W': Decimal('3448'), 'timestamp': Decimal('1605326109')}, {'power_W': Decimal('3442'), 'timestamp': Decimal('1605326408')}, {'power_W': Decimal('3441'), 'timestamp': Decimal('1605326708')}, {'power_W': Decimal('3445'), 'timestamp': Decimal('1605327008')}, {'power_W': Decimal('3445'), 'timestamp': Decimal('1605327308')}, {'power_W': Decimal('3443'), 'timestamp': Decimal('1605327608')}, {'power_W': Decimal('3444'), 'timestamp': Decimal('1605327913')}, {'power_W': Decimal('3446'), 'timestamp': Decimal('1605328208')}, {'power_W': Decimal('3445'), 'timestamp': Decimal('1605328508')}, {'power_W': Decimal('3448'), 'timestamp': Decimal('1605328808')}, {'power_W': Decimal('3448'), 'timestamp': Decimal('1605329108')}, {'power_W': Decimal('3448'), 'timestamp': Decimal('1605329408')}, {'power_W': Decimal('2388'), 'timestamp': Decimal('1605329708')}, {'power_W': Decimal('1664'), 'timestamp': Decimal('1605330008')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605330308')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605330608')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605330908')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605331209')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605331512')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605331808')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605332108')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605332408')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605332708')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605333008')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605333308')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605333608')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605333908')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605334208')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605334508')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605334812')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605335108')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605335408')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605335708')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605336008')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605336308')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605336608')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605336908')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605337208')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605337508')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605337809')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605338108')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605338412')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605338708')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605339008')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605339308')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605339608')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605339908')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605340207')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605340508')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605340808')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605341108')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605341408')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605341708')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605342012')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605342308')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605342608')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605342908')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605343208')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605343508')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605343808')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605344108')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605344408')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605344708')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605345008')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605345308')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605345612')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605345907')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605346208')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605346508')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605346808')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605347108')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605347407')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605347708')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605348008')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605348307')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605348608')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605348908')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605349212')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605349508')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605349808')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605350107')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605350408')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605350708')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605351008')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605351308')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605351608')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605351908')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605352207')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605352508')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605352813')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605353107')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605353408')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605353708')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605354008')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605354308')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605354608')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605354908')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605355208')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605355507')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605355808')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605356108')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605356412')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605356708')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605357008')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605357308')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605357608')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605357908')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605358208')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605358508')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605358808')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605359108')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605359408')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605359707')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605360008')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605360308')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605360608')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605360912')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605361207')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605361508')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605361807')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605362108')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605362408')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605362708')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605363008')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605363308')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605363612')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605363908')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605364208')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605364508')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605364808')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605365108')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605365407')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605365708')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605366008')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605366307')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605366608')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605366908')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605367212')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605367507')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605367808')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605368108')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605368408')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605368708')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605369008')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605369308')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605369608')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605369907')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605370207')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605370508')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605370812')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605371107')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605371408')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605371708')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605372008')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605372308')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605372608')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605372908')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605373208')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605373507')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605373808')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605374107')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605374412')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605374707')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605375008')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605375308')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605375608')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605375908')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605376208')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605376508')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605376808')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605377108')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605377408')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605377707')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605378012')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605378308')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605378608')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605378907')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605379208')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605379507')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605379808')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605380108')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605380408')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605380708')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605381008')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605381308')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605381613')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605381907')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605382208')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605382508')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605382808')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605383108')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605383408')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605383708')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605384008')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605384308')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605384608')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605384907')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605385213')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605385507')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605385808')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605386108')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605386408')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605386708')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605387008')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605387309')}, {'power_W': Decimal('0'), 'timestamp': Decimal('1605387608')}]",2020-11-14T13:00:08
