Month,Total Profit (cents),Charging Revenue (cents),TOU Cost (cents),Demand Charge (cents),Peak Power (kWh),Energy Delivered (kW),Aggregate Power Profile (kW)
1,148617.21,580926.02,406973.81,25335.0,50.67,4918.7,[0. 0. 0. ... 0. 0. 0.]
