Month,Total Profit (cents),Charging Revenue (cents),TOU Cost (cents),Demand Charge (cents),Peak Power (kW),Energy Delivered (kWh),Aggregate Power Profile (kW)
1,148617.55,580909.72,406957.17,25335.0,50.67,4918.4,[0. 0. 0. ... 0. 0. 0.]
