Month,Total Profit (cents),Charging Revenue (cents),TOU Cost (cents),Demand Charge (cents),Peak Power (kW),Energy Delivered (kWh),Aggregate Power Profile (kW)
1,148008.2,580904.67,407561.46,25335.0,50.67,4918.8,[0. 0. 0. ... 0. 0. 0.]
